鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
萬華區,房地(土地+建物)+車位,臺北市萬華區昆明街289巷旁,6.6,商,,,2023-01-06,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.64,2,2,1,有,無,17850000,244907,升降機械,5.88,1500000,,RPPNMLNJKHIGFBA76CB,曉南門,C-8F號,
松山區,房地(土地+建物),臺北市松山區中崙里復興南路一段47巷9弄19、17號,11.48,住,,,2023-01-05,土地3建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,46.77,0,0,0,無,無,23180000,495617,,0.0,0,,RPPNMLNJKHIGFDA17EB,勝輝馥敦,A-6F號,
信義區,房地(土地+建物)+車位,臺北市信義區松隆路,6.57,商,,,2023-01-12,土地5建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.44,2,1,1,有,無,29950000,339949,坡道平面,9.81,2200000,,RPQNMLOJKHIGFDA17CB,琢格77,B棟10號,
信義區,房地(土地+建物),臺北市信義區松隆路,6.57,商,,,2023-01-12,土地5建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.63,2,1,1,有,無,28080000,343991,,0.0,0,,RPRNMLOJKHIGFDA27CB,琢格77,B棟14F號,
信義區,房地(土地+建物),臺北市信義區松隆路,4.47,商,,,2023-01-17,土地5建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,55.57,1,1,1,有,無,19780000,355947,,0.0,0,,RPTNMLOJKHIGFDA47CB,琢格77,C棟14F號,
中山區,房地(土地+建物),臺北市中山區松江路330巷23號,6.77,住,,,2023-02-05,土地4建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,33.75,1,1,1,有,無,12130000,359407,,0.0,0,,RPPNMLPJKHIGFCA07CB,松江ONE,C-8F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區青山里環河南路二段5巷1號,5.16,商,,,2023-01-19,土地12建物1車位1,七層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,92.7,2,2,1,有,無,18660000,204314,其他,10.18,1800000,雨遮計坪不計價,RPPNMLQJKHIGFBA07CB,安家秀,A2棟07F號,
萬華區,房地(土地+建物),臺北市萬華區青山里環河南路二段5巷1號,5.16,商,,,2023-01-14,土地12建物1車位0,六層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,82.58,2,2,1,有,無,16480000,199564,,0.0,0,雨遮計坪不計價,RPQNMLQJKHIGFBA17CB,安家秀,A8棟6F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,12.37,商,,,2023-01-16,土地40建物1車位1,二十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,189.34,3,2,2,有,無,48110000,280188,坡道平面,27.27,2700000,雨遮不計價,RPSNMLQJKHIGFBA37CB,首岳,B棟B7-22F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,12.37,商,,,2023-01-20,土地40建物1車位1,二十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,189.34,3,2,2,有,無,49000000,284136,坡道平面,27.27,2950000,雨遮不計價,RPTNMLQJKHIGFBA47CB,首岳,B棟B7-25F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,9.59,商,,,2023-01-17,土地40建物1車位1,二十四層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,152.02,2,2,2,有,無,37760000,281844,坡道平面,27.27,2600000,,RPXNMLQJKHIGFBA87CB,首岳,B棟B11-24F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,9.3,商,,,2023-01-17,土地40建物1車位1,二十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,148.13,2,2,2,有,無,36340000,278752,坡道平面,27.27,2650000,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPOOMLQJKHIGFBA07CB,首岳,B棟B11-25F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,11.74,商,,,2023-01-19,土地40建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,180.91,3,2,2,有,無,44240000,271023,坡道平面,27.27,2600000,雨遮不計價,RPPOMLQJKHIGFBA17CB,首岳,C棟C1-12F號,
士林區,房地(土地+建物),臺北市士林區文林路,9.21,商,,,2023-01-30,土地7建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.37,2,1,1,有,無,19800000,266236,,0.0,0,,RPQNMLQJKHIGFEA47CB,有川翩翩,C-6F號,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段609號,20.83,商,,,2023-01-19,土地22建物1車位1,十六層,21,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,205.7,0,0,0,無,無,69980000,395991,坡道平面,38.07,3600000,,RPPNMLQJKHIGFEA47DB,築觀,A2-16F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路75巷,21.86,住,,,2023-02-06,土地1建物1車位1,四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.51,3,2,2,有,無,36070000,298362,坡道平面,40.32,2000000,,RPSNMLQJKHIGFEA77DB,隆雲心仝聚,C-4F號,
北投區,房地(土地+建物)+車位,臺北市北投區振華里東華街一段,15.81,商,,,2023-01-17,土地34建物1車位1,四層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,223.47,3,2,2,有,無,56530000,289684,坡道平面,38.51,2950000,雨遮計坪不計價本戶為換戶，原戶別為A2-29F,RPPNMLRJKHIGFEA47CB,天母常玉,B棟B1-4F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路23巷,36.0,住,,,2023-02-04,土地1建物1車位1,十五層,25,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,227.03,3,2,3,有,無,64000000,324421,坡道平面,37.77,2600000,,RPQNMLRJKHIGFEA57CB,柏鴻君臨,A3-15F號,
信義區,房地(土地+建物),臺北市信義區松隆路４２號旁,8.57,住,,,2023-01-17,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,59.13,2,1,1,有,無,21880000,370032,,0.0,0,,RPPNMLRJKHIGFDA37CB,信義麗心,C-3F號,
信義區,房地(土地+建物),臺北市信義區松隆路４２號旁,8.57,住,,,2023-01-31,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,59.13,2,1,1,有,無,22800000,385591,,0.0,0,,RPQNMLRJKHIGFDA47CB,信義麗心,D-6F號,
信義區,房地(土地+建物),臺北市信義區松隆路４２號旁,8.57,住,,,2023-02-01,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,59.13,2,1,1,有,無,21910000,370539,,0.0,0,,RPRNMLRJKHIGFDA57CB,信義麗心,D-4F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,6.78,商,,,2023-01-18,土地40建物1車位1,三層,26,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,,113.59,0,0,0,無,無,22300000,229379,坡道平面,27.27,2500000,一般事務所原申報書序號B1AB11202060003,RPQNMLRJKHIGFBA27CB,首岳,B棟B7-3F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,6.78,商,,,2023-01-18,土地40建物1車位1,三層,26,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,,113.59,0,0,0,無,無,22800000,235171,坡道平面,27.27,2500000,一般事務所原申報書序號B1AB11202060006,RPRNMLRJKHIGFBA37CB,首岳,B棟B8-3F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,7.15,商,,,2023-01-18,土地40建物1車位1,三層,26,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,,119.0,0,0,0,無,無,25200000,246920,坡道平面,27.27,2550000,一般事務所；雨遮不計價原申報書序號B1AB11202060007,RPSNMLRJKHIGFBA47CB,首岳,B棟B9-3F號,
大同區,房地(土地+建物),臺北市大同區寧夏路88號,4.78,商,,,2023-01-18,土地40建物1車位0,三層,26,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,,63.76,0,0,0,無,無,15700000,246236,,0.0,0,一般事務所原申報書序號B1AB11202060008,RPTNMLRJKHIGFBA57CB,首岳,B棟B10-3F號,
南港區,房地(土地+建物)+車位,臺北市南港區西新里成功路一段,58.75,工,,,2023-01-30,土地1建物1車位2,二層,14,廠辦,工商用,鋼筋混凝土造,,405.01,0,0,0,無,無,75480000,198741,坡道平面,44.34,3800000,,RPPNMLSJKHIGFDA47CB,遠雄宜進I-CITY,A棟A07F02號,
南港區,房地(土地+建物)+車位,臺北市南港區西新里成功路一段,56.96,工,,,2023-01-30,土地1建物1車位4,一層,14,廠辦,工商用,鋼筋混凝土造,,438.29,0,0,0,無,無,82560000,210835,坡道平面,88.68,8850000,,RPQNMLSJKHIGFDA57CB,遠雄宜進I-CITY,A棟A09F01號,
南港區,房地(土地+建物)+車位,臺北市南港區西新里成功路一段,53.33,工,,,2023-01-30,土地1建物1車位2,二層,14,廠辦,工商用,鋼筋混凝土造,,371.57,0,0,0,無,無,68490000,196926,坡道平面,44.34,4050000,,RPRNMLSJKHIGFDA67CB,遠雄宜進I-CITY,A棟A06F02號,
信義區,房地(土地+建物)+車位,臺北市信義區信義路四段,8.13,商,,,2023-02-06,土地9建物1車位1,十三層,15,其他,住家用,鋼筋混凝土造,,120.64,2,2,1,有,無,51400000,480234,坡道機械,18.19,2200000,,RPPNMLTJKHIGFDA57CB,全坤X101,A6-13F號,
內湖區,房地(土地+建物)+車位,臺北市內湖區寶湖里民權東路六段289巷巷口,35.22,住,,,2023-01-13,土地2建物1車位1,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,163.37,3,1,2,有,無,31320000,236631,坡道平面,40.14,2160000,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTJKHIGFCA47CB,蓮園心邑,A-10F號,
萬華區,房地(土地+建物),臺北市萬華區環河南路二段,3.23,商,,,2023-02-06,土地6建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,33.8,1,0,1,有,無,7200000,213018,,0.0,0,雨遮計坪不計價,RPPNMLKKKHIGFBA56CB,首傅晴海.,A號,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段609號,26.41,商,,,2023-02-01,土地22建物1車位3,十二層,21,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,326.87,0,0,0,無,無,92880000,385968,坡道平面,114.21,10800000,,RPPNMLKKKHIGFEA96DB,築觀,A1-12F號,
北投區,房地(土地+建物),臺北市北投區文林北路,43.78,住,,,2023-02-05,土地2建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,200.94,0,0,0,無,無,69860000,347666,,0.0,0,,RPPNMLOKKHIGFEA37DB,樸園璞開石,15F-A4號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路,37.81,住,,,2023-02-06,土地2建物1車位1,二十三層,24,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,209.62,0,0,0,無,無,69980000,388115,坡道平面,37.3,3100000,,RPQNMLOKKHIGFEA47DB,樸園璞開石,23F-A1號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路,44.57,住,,,2023-02-06,土地2建物1車位1,二十三層,24,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,241.4,0,0,0,無,無,79920000,376384,坡道平面,37.3,3100000,,RPRNMLOKKHIGFEA57DB,樸園璞開石,23F-A2號,
中正區,房地(土地+建物),臺北市中正區光復里漢口街一段,7.89,商,,,2023-02-06,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,86.45,2,1,1,有,無,32164500,372059,,0.0,0,雨遮不計價。,RPQNMLOKKHIGFBA07CB,向陽上冠,B棟5F-C1號,
萬華區,房地(土地+建物)+車位,臺北市萬華區漢口街二段88號,5.1,商,,,2023-02-05,土地1建物1車位1,五層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,75.75,1,1,1,有,無,15580000,226307,坡道機械,12.65,1300000,,RPRNMLOKKHIGFBA17CB,岳泰豐鼎,A3-5號,
萬華區,房地(土地+建物)+車位,臺北市萬華區漢口街二段88號,4.91,商,,,2023-02-03,土地1建物1車位1,四層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,74.62,1,1,1,有,無,15300000,225916,坡道機械,12.65,1300000,,RPSNMLOKKHIGFBA27CB,岳泰豐鼎,A11-4號,
信義區,房地(土地+建物),臺北市信義區吳興街524巷,15.65,住,,,2023-02-06,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,59.09,1,1,1,有,無,14800000,250465,,0.0,0,,RPPNMLOKKHIGFDA17CB,信義CASA,F-2F號,
文山區,房地(土地+建物),臺北市文山區萬隆街４７－１２號旁,8.33,商,,,2023-01-31,土地1建物1車位0,六層,22,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,94.75,2,1,1,有,無,22930000,242005,,0.0,0,,RPPNMLOKKHIGFAA86CB,自慢藏,B棟B2-6F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路,39.22,住,,,2023-01-28,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,190.95,3,2,2,有,無,52180000,319302,坡道平面,36.77,2950000,,RPPNMLOKKHIGFEA27CB,宏普陽明,8號,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段405巷45弄8-10號,28.85,住,,,2023-01-19,土地2建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,236.05,4,2,2,有,無,69990000,329819,坡道平面,33.09,3050000,,RPPNMLPKKHIGFEA37CB,璞知溪,A-2F號,
文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,16.55,住,,,2023-01-17,土地11建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,115.87,2,2,2,有,無,21980000,243205,坡道機械,31.25,1400000,,RPPNMLPKKHIGFAA96CB,綠意久康,A3-4F號,
文山區,房地(土地+建物)+車位,臺北市文山區久康街110巷,19.59,住,,,2023-01-16,土地11建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,131.11,2,2,2,有,無,25870000,245043,坡道平面,31.25,1400000,,RPQNMLPKKHIGFAA07CB,綠意久康,A5-3F號,
南港區,房地(土地+建物)+車位,臺北市南港區東新里興南街,11.93,住,,,2023-02-07,土地7建物1車位1,八層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,112.99,2,2,2,有,無,29880000,300302,坡道平面,23.48,3000000,預售屋雨遮計坪不計價,RPPNMLPKKHIGFDA27CB,擎天森林,A棟A8-8F號,
南港區,房地(土地+建物)+車位,臺北市南港區東新里興南街,20.14,住,,,2023-02-06,土地7建物1車位1,二十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,174.14,3,2,2,有,無,47260000,293774,坡道平面,23.48,3000000,預售屋雨遮計坪不計價,RPQNMLPKKHIGFDA37CB,擎天森林,B棟B3-26F號,
北投區,房地(土地+建物)+車位,臺北市北投區公館路350巷28號,14.65,住,,,2023-02-07,土地9建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.17,2,2,1,有,無,21900000,258563,坡道平面,37.14,2500000,,RPPNMLQKKHIGFEA47CB,欣聯奇岩,A-12F號,
北投區,房地(土地+建物),臺北市北投區公館路350巷28號,10.35,住,,,2023-02-05,土地9建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,53.93,2,1,1,有,無,13630000,252735,,0.0,0,,RPQNMLQKKHIGFEA57CB,欣聯奇岩,C-11F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區孝德里德昌街,19.2,住,,,2023-02-05,土地3建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.84,3,2,2,有,無,26400000,204928,其他,14.31,1700000,雨遮不計價,RPPNMLQKKHIGFBA17CB,幸褔安家,B棟B2-11F號,
士林區,房地(土地+建物),臺北市士林區文林路,9.21,商,,,2023-01-20,土地7建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.37,2,1,1,有,無,21500000,289095,,0.0,0,,RPQNMLTKKHIGFEA87CB,有川翩翩,C-13F號,
北投區,房地(土地+建物)+車位,臺北市北投區清江里中央南路一段81號,15.34,商,,,2023-02-09,土地36建物1車位1,十四層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,196.85,4,2,2,有,無,40500000,226552,坡道平面,26.47,1900000,,RPPNMLKLKHIGFEA96CB,富域,A棟A3-14F號,
信義區,房地(土地+建物),臺北市信義區松隆路４２號旁,8.57,住,,,2023-02-06,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,59.13,2,1,1,有,無,22000000,372062,,0.0,0,,RPPNMLKLKHIGFDA86CB,信義麗心,D-3F號,
信義區,房地(土地+建物),臺北市信義區松隆路４２號旁,8.57,住,,,2023-02-08,土地1建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,59.13,2,1,1,有,無,22650000,383054,,0.0,0,,RPQNMLKLKHIGFDA96CB,信義麗心,D-5F號,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段,6.34,住,,,2023-02-03,土地9建物1車位1,十一層,16,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,97.0,2,1,1,有,無,21880000,294571,坡道平面,30.87,2400000,,RPPNMLKLKHIGFBA66CB,當代一號院,A棟03號,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段,10.1,住,,,2023-02-03,土地9建物1車位1,十四層,16,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,136.29,3,1,2,有,無,32020000,275280,坡道平面,30.87,3000000,,RPQNMLKLKHIGFBA76CB,當代一號院,A棟08號,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段,11.4,住,,,2023-01-31,土地2建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.4,2,2,1,有,無,23300000,324498,坡道平面,33.15,3100000,,RPQNMLKLKHIGFCA86CB,基泰碧湖,C-6F號,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段609號,22.12,商,,,2023-02-08,土地22建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,216.07,0,0,0,無,無,74020000,395618,坡道平面,38.07,3600000,,RPPNMLKLKHIGFEA07DB,築觀,B1-15F號,
中山區,房地(土地+建物)+車位,臺北市中山區大直街84巷,19.17,住,,,2023-02-05,土地3建物1車位1,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,181.01,3,2,2,有,無,56900000,371491,坡道平面,35.65,2900000,雨遮不計價,RPPNMLLLKHIGFCA86CB,躍大直,A2-3F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路,31.55,住,,,2023-02-05,土地1建物1車位2,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.59,3,2,2,有,無,45700000,322451,坡道平面,73.54,5700000,,RPQNMLLLKHIGFEA17CB,宏普陽明,3號,
中正區,房地(土地+建物)+車位,臺北市中正區詔安街240號旁,22.43,住,,,2023-02-01,土地24建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.55,3,2,2,有,無,46220000,266576,坡道平面,40.42,3000000,,RPPNMLNLKHIGFAA86CB,國雄中正,B棟B2-7F號,
